S.No,Sentence,Annotator 1,Annotator 2,IAA,label
135,"Which is why the ""medical establishment"" endorses smoking, drinking heavily and a fatty diet, with no excercise, because they believe we are predestined by our genes, right? Why do you persist with these blatant lies?",Sarcastic,Non-Sarcastic,Disagree,Unknown
136,"no, you just live on delusions.   you can't argue the merits of creationism on their own because they don't exist.   Creationism is a fraud regardless of the existance of evolution.",Sarcastic,Sarcastic,Agree,Sarcastic
137,Pretty good considering Darwin wasn't aware of genetics. Too bad Wells is stuck in 1859. The modern synthesis provides perfectly legitimate mechanisms.,Non-Sarcastic,Sarcastic,Disagree,Unknown
138,Instant Tea Blog Archive Divorce rates higher in states with amendments banning gay marriage   Check out the stats at the above link.,Sarcastic,Sarcastic,Agree,Sarcastic
139,"Thats another subject.
 
 In all, you have not answered the OP. The insane suggestion that abortion cannot be murder, because murder is illegal and abortion legal.",Non-Sarcastic,Sarcastic,Disagree,Unknown
140,"So what? That means in a firefight with police, the criminal will run out of ammunition in a matter of seconds and be ripe for the picking.",Sarcastic,Sarcastic,Agree,Sarcastic
141,"Ah so you forfeit! YEAH, yea have little faith. Make me understand. Answer my valid questions! Or run and pray, but you'd be better off reading a Physics textbookemoticonXKill",Sarcastic,Sarcastic,Agree,Sarcastic
142,"In my lifetime, we've made huge strides, but there's a lot more to learn.",Sarcastic,Sarcastic,Agree,Sarcastic
143,"well, i am a north european. i thought all europeans opened presents on christmas eve, i thought opening them the morning on 25th was an american thing. but i guess i was wrong.",Sarcastic,Sarcastic,Agree,Sarcastic
144,Na. Probably from smokin the Bovine Excrement they are trying to pedal! emoticonXSmilie,Sarcastic,Non-Sarcastic,Disagree,Unknown
145,"So wait, Phunting's good deeds will get he or she a higher position in heaven...but (Phunt, what sex are you?) he or she is going to hell anyway...gotta love Christian logic.",Non-Sarcastic,Sarcastic,Disagree,Unknown
146,"So let me get this right. To counter Accipiter's statement that you have the intellectual maturity of a 10 y/o, you string together a bunch of words that you don't understand in context that makes absolutely no sense? 
Point - set - match Accipiter.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
147,"it depends on what kind of faith you are talking about. do you mean 'having faith' in actual things? if so, then most definately. although the world can sometimes be a cruel and horrible place, it can also be a fantastic one, and seeing that (as i'm an athiest) gives me some kind of 'faith' in the human capacity, society, etc (where as a religious person may well have the same reaction for their faith in god).",Sarcastic,Sarcastic,Agree,Sarcastic
148,I think you mean to say is hunters not liberal democrat hunters. Actualy I know of very few hunters that only have rifles or shot guns they usualy also have pistols to since you can hunt with them also.,Sarcastic,Sarcastic,Agree,Sarcastic
149,"You know what the funny thing is about all of the ""links"" that they have found between ape and man? I could easily find people today that look exactly like the ""links"" that scientists have found. Maybe you should try picking one ""link"" from the site that you gave me. I could give you creationist sites, but that wouldn't prove anything more than your site proved. Here's an alternative theory: creation by God.",Sarcastic,Sarcastic,Agree,Sarcastic
150,"You bet. Got a Scriptural problem with that, 'O ""jesus""? Or are you not familiar with your own inspired Word?",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
151,"If we did not have criminals, we wouldnt have ""shoot outs"" as you so call them.",Non-Sarcastic,Sarcastic,Disagree,Unknown
152,The process of evolution has no scientifically known teleology and follows no known predestined plan. It does not teach that there cannot be any such things as teleology or forethought. This is where your mistake lies.,Non-Sarcastic,Sarcastic,Disagree,Unknown
153,"i'm not incredulous because miller isn't here, i'm incredulous that not a single one of the 'millions of other religious evolutionists' are here.",Non-Sarcastic,Sarcastic,Disagree,Unknown
154,"He was referring to the mimivirus which does NOT act like any other virus. Some of you people need to study a little harder :) 
",Sarcastic,Sarcastic,Agree,Sarcastic
155,"Because when something passes every experiment thrown at it and when something fits observation better than anything else, then it's as near as damnit fact. We can get pedantic over this if you want, but the conclusion that reaches is that there are no facts.",Sarcastic,Sarcastic,Agree,Sarcastic
156,He is a hell of a lot wiser than thee.,Sarcastic,Sarcastic,Agree,Sarcastic
157,"i love how what you 'personally' feel is in direct conflict with acedemic studies. science says force = mass times acceleration, but i personally feel that force = velocity times volume, so that must be the right answer.",Sarcastic,Sarcastic,Agree,Sarcastic
158,"There ya go S&p, make sure you crumble under their combined criticisms of your honest opinion. Make sure you always say nothing that offends their gay sensibilities. You may think that's how to be excepted by them but it isn't. It's just the way people of the world like you float through without ever defending any absolute truths at all.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
159,"no? i've looked up your name, and once separated from the historical galileo figure, yours seems to be exclusively on boards talking about gun control, and you always seem to be using the actions of criminals as grounds for calling for evermore gun control.",Non-Sarcastic,Sarcastic,Disagree,Unknown
160,"Actually, that honour is reserved for the usual representations of those who advocate young earth creationism.",Non-Sarcastic,Sarcastic,Disagree,Unknown
161,">_> one would think pulling the power, breaking into someone's house, and having raped her once and been reported would have been proof enough. 
What do you want a video of him raping her or something?",Sarcastic,Sarcastic,Agree,Sarcastic
162,"The bible account is incomplete - Noah had two boats, the ark, and the arkuarium.",Sarcastic,Sarcastic,Agree,Sarcastic
163,Actually I didn't even read it (and doubt I ever will). Don't get all worked up over it.,Non-Sarcastic,Sarcastic,Disagree,Unknown
164,"Exactly. If you are a child rapist and someone pops you in the head than you should go to jail for murder. Sorry, two wrongs don't make a right.",Non-Sarcastic,Sarcastic,Disagree,Unknown
165,Do you know why gay sex sinners refuse to repent? Because they have an idol - gay sex.,Non-Sarcastic,Sarcastic,Disagree,Unknown
166,So I am not intitled to my opinions? Your statement is so ironic because it seems that others also suffer from pot and kettleism and don't realize it.,Sarcastic,Sarcastic,Agree,Sarcastic
167,"But recognition of the big bang as a very good explanation of cosmology isn't limited to evolutionsits. In fact, most other scientists also believe so, most especially cosmologists and astrophysicists, who are directly concerned with the early universe. Evolutionists, even though the origin of matter and time are irrelevant to the study of evolution, are also educated in science and probably accept the work done by these other scientists.",Non-Sarcastic,Non-Sarcastic,Agree,Non-Sarcastic
168,"But you are ok with a woman deciding what is right for someone else's own body...specifically the babies?   Seems to me a woman isn't more qualified to deal with the issue of abortion than a man. In fact, it could be said that the man has the only independent perspective.",Non-Sarcastic,Sarcastic,Disagree,Unknown
169,"There is some truth here. Did you ever see ""Independence Day""? They were taking pot-shots at the alien ships when they first arrived. It didn't stop the aliens... sure only a film... let's look at real life...modern - Iraq - Sadaam gave guns out to the people just before Gulf War IInot so modern - Boer War - Dutch farmers in South Africa were all excellent marksmen - Britain still invaded.US Civil War - I believe that the Confederate States were pretty well armed as far as the white citizens were concerned. US still invaded.",Sarcastic,Sarcastic,Agree,Sarcastic
